,class
2489,anomaly
64171,anomaly
8011,normal
109301,normal
22544,anomaly
3489,normal
30012,normal
14593,normal
1087,normal
8178,anomaly
15672,normal
57096,normal
84750,anomaly
17964,normal
67746,anomaly
25341,anomaly
122300,anomaly
94895,normal
79745,anomaly
95100,anomaly
70230,normal
52867,normal
75944,anomaly
109273,anomaly
64332,anomaly
99069,anomaly
110175,normal
114275,anomaly
1536,normal
111674,normal
46906,normal
5918,normal
91107,anomaly
48854,anomaly
56883,normal
122857,anomaly
62984,normal
28659,normal
51680,anomaly
69095,anomaly
5163,anomaly
107840,anomaly
76722,normal
41442,normal
71866,anomaly
57462,normal
9499,anomaly
125530,anomaly
123056,normal
103015,anomaly
98900,anomaly
16759,normal
32000,anomaly
73867,normal
105269,normal
51568,anomaly
49776,normal
32109,normal
121102,anomaly
22823,anomaly
31023,anomaly
71221,normal
58258,normal
54360,anomaly
298,normal
88987,normal
125625,anomaly
37020,normal
87326,anomaly
68678,normal
43430,normal
9178,normal
24471,normal
73473,normal
100616,normal
99413,anomaly
39117,anomaly
102119,anomaly
96110,normal
40601,anomaly
14936,normal
86797,anomaly
10840,anomaly
73827,normal
84134,normal
109731,normal
26969,anomaly
77408,normal
45027,normal
245,normal
4389,anomaly
1013,anomaly
28058,anomaly
120905,normal
111455,normal
90497,anomaly
19836,anomaly
120720,normal
36811,anomaly
65664,normal
65208,anomaly
112400,normal
41771,normal
49251,normal
2617,normal
21739,anomaly
50752,normal
64053,normal
48979,normal
18870,normal
87576,normal
39001,normal
314,normal
115203,anomaly
54749,anomaly
66041,normal
89210,anomaly
33188,normal
32144,normal
114767,anomaly
25953,anomaly
2265,anomaly
43845,normal
32520,anomaly
69009,normal
87434,anomaly
92239,normal
78954,normal
49129,normal
109222,normal
102132,normal
93613,normal
30582,anomaly
114401,normal
41257,anomaly
30751,anomaly
63053,anomaly
1569,normal
11370,normal
12403,anomaly
19334,normal
65972,anomaly
64294,normal
108817,anomaly
44573,normal
64915,normal
33184,normal
95778,normal
35560,anomaly
120562,anomaly
99533,normal
4836,anomaly
65588,normal
121254,anomaly
21472,anomaly
6824,anomaly
67587,anomaly
121275,normal
35099,normal
58569,anomaly
93427,normal
26161,normal
93842,anomaly
106963,anomaly
79776,normal
91312,normal
74588,anomaly
12565,normal
100991,normal
19872,normal
123258,normal
58196,anomaly
90824,normal
21728,normal
7893,normal
15219,anomaly
15686,normal
87321,normal
120236,anomaly
89141,normal
92539,anomaly
10904,normal
80246,anomaly
28200,normal
109182,anomaly
41434,anomaly
110792,normal
48615,normal
86746,anomaly
66515,normal
30457,anomaly
89762,anomaly
116943,normal
13929,anomaly
63546,normal
37478,normal
29490,normal
102250,normal
50284,normal
101073,anomaly
12160,normal
113422,normal
125828,anomaly
99045,anomaly
104265,anomaly
8258,anomaly
22660,normal
36475,anomaly
15746,normal
82794,normal
61853,anomaly
56598,normal
111890,normal
45125,normal
53627,normal
3406,anomaly
93856,anomaly
63097,normal
51183,normal
122490,normal
43699,anomaly
14187,normal
52242,normal
116050,normal
73149,normal
4229,anomaly
79976,normal
13888,normal
84081,anomaly
92831,anomaly
64007,anomaly
46166,anomaly
40604,normal
41473,anomaly
57460,normal
114666,normal
65784,normal
34893,normal
83842,normal
118816,anomaly
125033,normal
82387,normal
68594,anomaly
125637,normal
36597,anomaly
109099,anomaly
23372,anomaly
63055,normal
2331,anomaly
13253,normal
101707,normal
74933,normal
85360,normal
45367,normal
71869,normal
978,normal
17208,anomaly
9222,anomaly
99026,normal
122987,normal
101135,anomaly
78984,normal
6250,anomaly
111510,anomaly
73600,normal
83907,normal
50664,anomaly
38896,anomaly
38988,normal
111457,anomaly
49912,normal
56000,normal
19167,normal
9730,anomaly
125459,normal
43812,normal
60643,anomaly
25676,normal
27719,normal
75310,normal
37532,normal
77159,anomaly
109356,anomaly
103353,normal
82088,anomaly
62140,normal
37274,normal
3753,normal
96274,anomaly
64378,anomaly
43160,anomaly
34098,anomaly
11878,anomaly
35334,normal
83121,normal
80197,normal
28617,normal
119759,anomaly
83234,normal
93662,normal
72017,normal
6839,normal
48997,anomaly
11800,normal
116009,anomaly
56825,anomaly
41403,anomaly
7036,anomaly
25222,normal
83144,normal
16629,anomaly
43012,anomaly
93968,anomaly
4450,anomaly
36601,anomaly
86552,anomaly
3697,anomaly
23847,anomaly
31919,normal
78667,anomaly
78668,normal
90846,anomaly
43786,normal
92430,normal
120392,normal
85980,normal
16337,normal
35295,normal
74010,anomaly
99321,anomaly
100177,anomaly
79387,anomaly
17513,anomaly
90412,normal
59828,normal
26061,normal
49399,normal
81082,normal
122297,anomaly
72256,anomaly
33661,anomaly
27432,normal
6513,normal
15965,normal
24873,normal
34962,anomaly
120104,anomaly
41399,normal
70025,normal
29193,normal
39363,normal
94577,anomaly
27796,anomaly
24334,normal
73942,anomaly
32197,normal
53057,anomaly
17264,anomaly
30957,normal
96385,anomaly
20813,anomaly
56043,normal
27782,anomaly
56418,normal
29947,normal
35767,normal
125801,anomaly
8930,anomaly
71230,normal
125283,anomaly
50549,anomaly
52261,normal
54934,normal
68030,normal
63158,normal
73782,normal
77071,anomaly
23736,normal
124195,normal
58746,anomaly
46153,normal
118958,anomaly
122989,anomaly
66942,normal
68441,normal
31563,normal
100512,anomaly
107698,anomaly
50230,anomaly
78362,anomaly
98659,normal
111705,anomaly
97767,normal
62191,normal
56206,anomaly
117935,anomaly
82584,normal
74987,anomaly
89701,normal
53507,normal
75638,anomaly
32095,anomaly
22314,anomaly
68316,anomaly
115876,normal
79001,normal
68499,normal
74325,normal
49745,normal
64282,normal
22841,normal
38861,anomaly
13712,normal
40620,anomaly
108315,normal
66154,normal
114580,anomaly
57446,normal
60551,anomaly
58515,normal
26391,anomaly
83389,anomaly
35672,anomaly
92830,anomaly
21657,anomaly
77938,anomaly
82779,normal
94601,normal
41875,normal
56755,normal
27102,anomaly
39065,normal
109152,anomaly
34334,normal
31836,normal
33909,normal
112806,normal
40083,anomaly
45831,normal
45815,normal
105558,anomaly
24030,normal
95354,normal
18789,anomaly
103203,anomaly
56571,anomaly
120057,normal
36736,normal
93552,anomaly
71189,normal
73610,normal
26319,anomaly
112730,normal
118846,normal
92806,normal
106638,anomaly
113121,normal
118599,anomaly
27465,anomaly
5791,anomaly
83418,anomaly
114885,normal
67524,anomaly
28402,normal
99382,normal
114581,anomaly
117293,normal
21020,normal
55579,anomaly
107301,anomaly
121160,anomaly
117869,anomaly
47729,anomaly
118430,normal
121837,anomaly
24497,normal
116341,anomaly
2010,normal
46763,anomaly
101329,normal
123819,normal
43512,normal
72978,anomaly
34718,anomaly
121927,anomaly
102883,normal
26981,normal
108145,anomaly
34858,normal
44869,anomaly
118264,anomaly
4109,normal
54717,anomaly
112793,anomaly
14269,normal
57909,normal
51983,anomaly
95875,normal
44355,normal
89867,normal
53637,normal
123180,normal
85798,normal
27199,anomaly
11378,anomaly
82417,normal
109738,anomaly
40446,anomaly
94425,normal
120609,normal
96363,anomaly
5083,anomaly
40960,normal
123230,normal
2126,anomaly
42414,normal
60130,anomaly
88283,normal
87783,anomaly
47349,anomaly
103176,anomaly
110401,anomaly
12590,anomaly
52416,normal
114496,anomaly
115427,anomaly
13215,normal
73801,normal
108270,normal
64406,anomaly
5859,normal
70391,anomaly
31328,normal
99325,anomaly
56653,normal
12096,anomaly
68523,anomaly
22166,normal
97260,normal
87060,anomaly
118460,normal
43443,anomaly
109600,anomaly
33346,normal
76598,anomaly
9912,normal
115864,normal
56514,anomaly
122696,anomaly
92188,normal
75627,normal
7563,anomaly
103220,normal
123248,normal
82364,anomaly
22183,anomaly
63707,anomaly
14451,normal
15461,anomaly
18303,normal
89546,anomaly
95466,normal
122500,anomaly
1822,normal
60437,normal
122421,normal
44868,anomaly
41677,normal
30428,anomaly
18146,anomaly
44650,normal
98433,normal
62243,anomaly
85944,anomaly
87757,normal
7079,normal
79934,normal
112676,anomaly
77956,normal
85191,normal
120626,anomaly
45009,anomaly
110368,anomaly
64740,anomaly
41101,normal
94318,normal
124760,anomaly
61296,normal
16539,anomaly
345,normal
37733,normal
96449,normal
124466,normal
39058,normal
65568,normal
32047,anomaly
16179,normal
25569,anomaly
81771,anomaly
31546,normal
82921,anomaly
32965,normal
9389,normal
90712,anomaly
30388,normal
97117,anomaly
21771,normal
92349,anomaly
97502,anomaly
55456,normal
78406,normal
124600,normal
17312,normal
113917,normal
57556,normal
61043,normal
91116,anomaly
95242,normal
77298,anomaly
71072,normal
90475,normal
100242,normal
21535,normal
99031,normal
28706,anomaly
66898,normal
41717,normal
37199,normal
110665,normal
77106,normal
108599,normal
41231,anomaly
102534,normal
61734,normal
96088,normal
25188,anomaly
14638,anomaly
90356,normal
30115,anomaly
27179,normal
431,anomaly
9803,anomaly
15258,anomaly
70562,anomaly
31124,anomaly
81562,normal
80980,normal
91323,anomaly
85754,anomaly
32846,normal
37195,normal
60937,anomaly
9762,normal
76383,anomaly
123738,normal
85059,anomaly
39526,normal
122259,anomaly
75796,normal
65119,anomaly
16039,anomaly
116386,anomaly
25609,normal
109561,anomaly
44824,normal
39623,normal
119579,normal
36619,normal
10458,normal
106497,normal
41443,normal
104966,normal
59646,anomaly
58276,normal
39517,normal
95509,normal
64722,anomaly
86815,normal
45415,anomaly
70700,normal
61688,normal
57206,anomaly
57785,anomaly
107893,anomaly
125519,normal
64283,anomaly
115717,normal
75721,normal
121189,normal
86955,normal
78378,normal
40803,anomaly
4784,normal
30064,normal
63816,normal
117205,normal
45675,anomaly
38293,normal
123573,normal
125703,normal
109537,normal
82648,normal
27136,anomaly
109297,anomaly
41823,normal
38705,normal
45118,normal
68243,anomaly
103761,normal
83801,anomaly
43586,normal
114410,anomaly
34790,anomaly
26426,normal
13651,normal
904,normal
67463,normal
67416,anomaly
55815,normal
17253,normal
12428,anomaly
30661,normal
56569,normal
28047,anomaly
93953,anomaly
31999,anomaly
64809,normal
102987,anomaly
122238,normal
33393,anomaly
30389,anomaly
89849,anomaly
20887,anomaly
54082,normal
44601,anomaly
104330,anomaly
30534,anomaly
108216,normal
81112,normal
97347,anomaly
22181,anomaly
82303,normal
22217,anomaly
94453,normal
35442,anomaly
34677,normal
70518,anomaly
122425,normal
106190,anomaly
98193,anomaly
68856,normal
43913,normal
45816,anomaly
9381,anomaly
44334,normal
115269,anomaly
66370,normal
60292,anomaly
84465,anomaly
107030,normal
86323,normal
17326,anomaly
41901,anomaly
98281,anomaly
119844,anomaly
106591,anomaly
107955,anomaly
72958,normal
75031,normal
78061,normal
23924,normal
16342,anomaly
109341,anomaly
37734,anomaly
114978,anomaly
115162,anomaly
25830,normal
101321,anomaly
109885,normal
74161,normal
58011,normal
62512,anomaly
117238,normal
100090,anomaly
114234,normal
4921,normal
5225,normal
35528,anomaly
14420,normal
88625,normal
72206,normal
200,normal
122134,anomaly
103724,normal
76344,normal
93044,normal
101747,anomaly
106992,normal
47274,normal
118060,anomaly
45877,anomaly
22472,normal
21005,anomaly
115182,normal
87656,normal
62936,normal
123126,normal
31019,normal
55307,normal
64985,normal
112155,anomaly
120290,normal
28595,normal
82210,anomaly
89020,normal
65970,normal
50063,normal
29466,normal
106634,normal
67415,anomaly
85002,anomaly
108841,anomaly
17880,anomaly
55128,normal
62255,normal
20440,anomaly
56434,normal
72032,anomaly
51281,anomaly
25693,normal
30126,anomaly
4605,anomaly
34193,normal
20413,anomaly
73645,normal
27661,normal
99438,normal
10887,normal
85011,normal
7497,normal
107655,anomaly
51280,anomaly
54075,anomaly
80566,normal
97377,anomaly
91317,anomaly
36677,normal
9011,normal
11730,normal
124372,normal
112565,anomaly
114892,normal
70738,normal
62464,anomaly
86087,anomaly
11912,anomaly
9067,anomaly
47416,normal
20314,normal
42201,anomaly
47841,normal
50972,normal
50630,anomaly
57342,anomaly
78550,anomaly
52850,normal
72761,anomaly
18343,anomaly
17432,anomaly
94237,anomaly
91293,anomaly
105571,normal
12452,anomaly
43738,anomaly
86227,anomaly
65341,normal
5254,normal
97403,anomaly
42195,normal
80560,normal
123132,normal
81338,anomaly
116970,anomaly
40521,normal
26706,normal
89164,normal
80074,normal
38793,anomaly
27904,anomaly
9546,anomaly
71362,normal
36267,anomaly
121096,anomaly
52223,anomaly
85479,normal
108108,normal
55144,normal
62864,anomaly
40453,normal
51172,anomaly
84344,anomaly
113285,normal
60358,anomaly
120614,normal
86817,normal
17547,anomaly
20417,anomaly
25306,normal
90915,normal
100486,anomaly
88049,normal
16717,anomaly
97849,anomaly
80061,anomaly
13412,anomaly
104837,normal
124180,normal
73771,normal
22050,normal
1739,anomaly
7735,anomaly
110859,normal
92941,normal
35685,normal
78887,normal
33644,anomaly
122276,anomaly
43357,normal
58379,anomaly
95009,normal
113734,normal
92396,normal
48218,anomaly
81902,anomaly
62195,anomaly
31268,normal
92292,normal
58837,anomaly
70471,normal
57166,anomaly
115119,normal
90861,normal
31718,normal
107651,anomaly
110248,normal
89901,normal
23153,anomaly
60508,anomaly
103144,normal
73015,normal
106199,anomaly
596,normal
61361,normal
49796,normal
118955,normal
77672,normal
50488,anomaly
57099,anomaly
89724,normal
115769,normal
106974,anomaly
110329,normal
59299,anomaly
30745,anomaly
81865,normal
4335,normal
42068,normal
115830,normal
33374,anomaly
22139,anomaly
82893,anomaly
4846,anomaly
52801,anomaly
62158,anomaly
322,anomaly
80149,normal
115387,normal
50346,anomaly
110457,anomaly
5329,normal
108157,normal
53132,normal
108699,normal
97296,anomaly
60856,normal
111360,anomaly
98930,anomaly
121342,normal
72434,anomaly
83317,anomaly
4872,normal
7,anomaly
79147,anomaly
49968,normal
98444,anomaly
1362,anomaly
7602,normal
54642,anomaly
59447,anomaly
8197,anomaly
80150,anomaly
90309,normal
78024,anomaly
84867,anomaly
60798,anomaly
20060,anomaly
119742,normal
18746,normal
110781,anomaly
27,normal
100091,normal
117273,normal
117642,anomaly
93262,normal
34915,normal
6060,anomaly
121284,anomaly
8708,normal
32650,anomaly
32124,normal
110819,normal
20816,normal
89926,normal
125794,normal
41266,anomaly
120482,normal
42807,anomaly
11115,normal
29585,normal
2131,normal
33673,normal
115580,anomaly
120177,anomaly
109567,anomaly
36638,normal
75381,normal
98047,anomaly
97439,normal
37940,normal
122925,anomaly
77334,normal
40514,anomaly
97901,anomaly
123895,normal
65652,normal
35203,anomaly
78703,anomaly
18709,anomaly
15889,normal
31398,anomaly
104526,anomaly
40504,anomaly
49870,normal
23197,anomaly
72645,normal
83799,normal
21860,normal
119850,anomaly
20111,normal
16454,anomaly
90792,normal
49261,anomaly
14797,normal
26861,normal
115615,normal
104130,anomaly
116721,normal
52767,anomaly
13037,anomaly
75327,anomaly
81591,anomaly
98501,normal
78831,anomaly
56002,normal
77155,normal
80213,anomaly
59124,normal
97688,anomaly
24895,anomaly
108521,normal
20622,anomaly
121138,anomaly
107453,normal
32019,normal
101091,normal
42954,normal
40394,normal
63430,anomaly
58257,anomaly
77074,anomaly
100909,normal
21493,normal
24100,normal
63591,anomaly
82262,anomaly
67212,normal
118076,anomaly
110423,anomaly
101644,anomaly
108226,normal
120602,normal
27907,normal
76627,anomaly
84968,anomaly
48557,anomaly
64888,normal
43323,anomaly
3649,normal
98451,normal
6311,normal
45234,anomaly
54852,normal
123035,anomaly
48418,normal
106617,anomaly
55936,normal
69337,anomaly
54656,anomaly
36416,anomaly
77766,normal
38351,anomaly
38602,anomaly
51512,anomaly
79547,anomaly
58034,normal
23045,normal
112738,anomaly
60959,normal
119338,anomaly
91073,normal
7972,normal
110111,anomaly
15703,anomaly
21713,normal
104706,normal
21035,normal
46294,anomaly
82718,normal
40699,normal
113482,anomaly
37994,normal
97675,normal
101118,anomaly
105732,anomaly
68959,anomaly
92513,normal
43434,normal
67922,anomaly
36863,anomaly
111647,anomaly
11343,anomaly
60762,anomaly
40162,normal
103392,anomaly
77457,anomaly
37865,anomaly
90623,anomaly
102146,normal
101895,normal
88362,normal
6413,anomaly
89358,normal
113913,normal
111189,normal
106328,normal
6079,anomaly
89651,normal
109509,anomaly
80680,normal
78733,anomaly
92145,normal
118796,normal
20536,anomaly
78326,normal
92848,anomaly
104289,anomaly
115793,normal
93995,anomaly
5123,anomaly
115320,normal
123317,normal
22171,normal
58137,normal
62387,normal
30527,anomaly
76793,normal
28334,normal
32300,normal
6905,normal
115151,anomaly
82040,anomaly
37396,anomaly
36705,normal
3850,normal
48414,anomaly
56606,anomaly
63682,anomaly
58350,anomaly
21003,normal
9609,normal
77181,normal
88621,normal
39432,anomaly
46625,anomaly
118895,anomaly
479,normal
59249,anomaly
94254,normal
24416,normal
58437,normal
122232,anomaly
109339,normal
72040,anomaly
81600,normal
25495,anomaly
2715,normal
29528,normal
53119,normal
49859,anomaly
2346,normal
92647,normal
45225,normal
8088,anomaly
53714,anomaly
38858,normal
81895,anomaly
33449,normal
119492,normal
66341,normal
27512,anomaly
95011,normal
17141,normal
17345,normal
117851,normal
43987,normal
83831,normal
56720,anomaly
98544,normal
84780,normal
41496,normal
55974,normal
86528,anomaly
60767,normal
63084,normal
89005,anomaly
6020,anomaly
46813,anomaly
49275,normal
36004,anomaly
121039,normal
32974,normal
87849,anomaly
92603,normal
80184,normal
3609,normal
19034,anomaly
21127,normal
94656,normal
41943,normal
125213,anomaly
118498,normal
50470,anomaly
37619,normal
471,normal
45424,normal
10945,normal
31377,anomaly
100244,normal
93799,normal
11432,anomaly
38630,normal
57837,anomaly
109928,anomaly
29977,normal
2926,anomaly
32388,normal
41757,anomaly
74204,anomaly
43877,normal
114364,normal
100518,anomaly
67822,normal
67513,anomaly
76267,anomaly
45138,normal
77680,normal
106085,normal
66956,anomaly
64292,anomaly
